,Experiment,Well,Reporter,Copies,lg10_Copies,Target,FPrimer,RPrimer,PrimerPair,BP,GC,Metric,Parameter,Value,EvaGreen,PrimerPairReporter,PrimerPairReporterBPGC
4674,JG067M,13,FAM,100000000.0,8.0,S067_8a718d_b_Avg_3,RP001x,FP002,RP001x-FP002,70,0.37142857142857144,mean,r,0.8737544493637024,Probe,RP001x-FP002-Probe,RP001x-FP002-Probe-70-0.37142857142857144
4676,JG067M,14,HEX,100000000.0,8.0,S067_8a718d_c_Avg_3,RP002x,FP005,RP002x-FP005,82,0.2926829268292683,mean,r,0.8249358161200863,Probe,RP002x-FP005-Probe,RP002x-FP005-Probe-82-0.2926829268292683
4678,JG067M,15,EVAGREEN,100000000.0,8.0,S067_8a718d_d_Avg_3,FP005,FP004,FP005-FP004,51,0.6470588235294118,mean,r,0.514945896647941,EvaGreen,FP005-FP004-EvaGreen,FP005-FP004-EvaGreen-51-0.6470588235294118
4680,JG067M,16,FAM,100000000.0,8.0,S067_8a718d_e_Avg_3,FP004,RP004,FP004-RP004,63,0.5396825396825397,mean,r,0.758780010978108,Probe,FP004-RP004-Probe,FP004-RP004-Probe-63-0.5396825396825397
4682,JG067M,17,EVAGREEN,100000000.0,8.0,S067_8a718d_α_Avg_3,FP001,RP001x,FP001-RP001x,74,0.25675675675675674,mean,r,1.0085999366802312,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-74-0.25675675675675674
4684,JG067M,18,EVAGREEN,100000000.0,8.0,S067_8a718d_β_Avg_3,FP002,RP002x,FP002-RP002x,74,0.25675675675675674,mean,r,0.8718185494908995,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-74-0.25675675675675674
4686,JG067M,19,EVAGREEN,100000000.0,8.0,S067_b12a22_a_Avg_3,FP001,RP004,FP001-RP004,55,0.23636363636363636,mean,r,1.0226002059960861,EvaGreen,FP001-RP004-EvaGreen,FP001-RP004-EvaGreen-55-0.23636363636363636
4688,JG067M,21,FAM,100000000.0,8.0,S067_b12a22_c_Avg_3,FP004,RP004,FP004-RP004,49,0.6938775510204082,mean,r,0.6446439196001253,Probe,FP004-RP004-Probe,FP004-RP004-Probe-49-0.6938775510204082
4690,JG067M,22,HEX,100000000.0,8.0,S067_b12a22_d_Avg_3,FP004,FP005,FP004-FP005,224,0.6205357142857143,mean,r,0.43413081793593283,Probe,FP004-FP005-Probe,FP004-FP005-Probe-224-0.6205357142857143
4692,JG067M,23,EVAGREEN,100000000.0,8.0,S067_b12a22_α_Avg_3,FP001,RP001x,FP001-RP001x,65,0.24615384615384617,mean,r,0.9809643915488889,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-65-0.24615384615384617
4694,JG067M,193,HEX,100000000.0,8.0,S067_0d89c8_a_LVM_3,RP008x,FP005,RP008x-FP005,40,0.325,mean,r,0.7448993167515622,Probe,RP008x-FP005-Probe,RP008x-FP005-Probe-40-0.325
4696,JG067M,194,EVAGREEN,100000000.0,8.0,S067_0d89c8_b_LVM_3,FP005,FP001,FP005-FP001,40,0.45,mean,r,0.786698553209877,EvaGreen,FP005-FP001-EvaGreen,FP005-FP001-EvaGreen-40-0.45
4698,JG067M,195,FAM,100000000.0,8.0,S067_0d89c8_c_LVM_3,RP001x,FP002,RP001x-FP002,70,0.5428571428571428,mean,r,0.8203797672771458,Probe,RP001x-FP002-Probe,RP001x-FP002-Probe-70-0.5428571428571428
4700,JG067M,196,EVAGREEN,100000000.0,8.0,S067_0d89c8_d_LVM_3,RP002x,FP004,RP002x-FP004,43,0.4883720930232558,mean,r,0.7339241356969902,EvaGreen,RP002x-FP004-EvaGreen,RP002x-FP004-EvaGreen-43-0.4883720930232558
4702,JG067M,197,HEX,100000000.0,8.0,S067_0d89c8_e_LVM_3,FP004,RP004,FP004-RP004,76,0.4605263157894737,mean,r,0.7927756513063495,Probe,FP004-RP004-Probe,FP004-RP004-Probe-76-0.4605263157894737
4704,JG067M,198,EVAGREEN,100000000.0,8.0,S067_0d89c8_α_LVM_3,FP001,RP001x,FP001-RP001x,137,0.21897810218978103,mean,r,0.9190392715347561,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-137-0.21897810218978103
4706,JG067M,200,FAM,100000000.0,8.0,S067_76f36b_a_LVM_3,FP001,RP001x,FP001-RP001x,43,0.3023255813953488,mean,r,0.969043473376263,Probe,FP001-RP001x-Probe,FP001-RP001x-Probe-43-0.3023255813953488
4708,JG067M,202,EVAGREEN,100000000.0,8.0,S067_76f36b_α_LVM_3,RP008x,FP001,RP008x-FP001,116,0.22413793103448276,mean,r,0.8172082169168674,EvaGreen,RP008x-FP001-EvaGreen,RP008x-FP001-EvaGreen-116-0.22413793103448276
4710,JG067M,203,EVAGREEN,100000000.0,8.0,S067_76f36b_β_LVM_3,FP005,FP001,FP005-FP001,45,0.4222222222222222,mean,r,0.8282047731284059,EvaGreen,FP005-FP001-EvaGreen,FP005-FP001-EvaGreen-45-0.4222222222222222
4712,JG067M,204,HEX,100000000.0,8.0,S067_8a718d_a_LVM_3,FP005,FP001,FP005-FP001,53,0.49056603773584906,mean,r,0.8804868479081716,Probe,FP005-FP001-Probe,FP005-FP001-Probe-53-0.49056603773584906
4714,JG067M,205,FAM,100000000.0,8.0,S067_8a718d_b_LVM_3,RP001x,FP002,RP001x-FP002,70,0.4857142857142857,mean,r,0.8749267321386538,Probe,RP001x-FP002-Probe,RP001x-FP002-Probe-70-0.4857142857142857
4716,JG067M,206,HEX,100000000.0,8.0,S067_8a718d_c_LVM_3,RP002x,FP005,RP002x-FP005,40,0.325,mean,r,0.7986256756318096,Probe,RP002x-FP005-Probe,RP002x-FP005-Probe-40-0.325
4718,JG067M,207,EVAGREEN,100000000.0,8.0,S067_8a718d_d_LVM_3,FP005,FP004,FP005-FP004,131,0.45038167938931295,mean,r,0.5813437445850386,EvaGreen,FP005-FP004-EvaGreen,FP005-FP004-EvaGreen-131-0.45038167938931295
4720,JG067M,208,FAM,100000000.0,8.0,S067_8a718d_e_LVM_3,FP004,RP004,FP004-RP004,97,0.4639175257731959,mean,r,0.76405985049334,Probe,FP004-RP004-Probe,FP004-RP004-Probe-97-0.4639175257731959
4722,JG067M,209,EVAGREEN,100000000.0,8.0,S067_8a718d_α_LVM_3,FP001,RP001x,FP001-RP001x,137,0.21897810218978103,mean,r,0.9382140827065839,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-137-0.21897810218978103
4724,JG067M,210,EVAGREEN,100000000.0,8.0,S067_8a718d_β_LVM_3,FP002,RP002x,FP002-RP002x,38,0.42105263157894735,mean,r,0.8412192165810813,EvaGreen,FP002-RP002x-EvaGreen,FP002-RP002x-EvaGreen-38-0.42105263157894735
4726,JG067M,211,EVAGREEN,100000000.0,8.0,S067_b12a22_a_LVM_3,FP001,RP004,FP001-RP004,40,0.425,mean,r,0.8633899031278557,EvaGreen,FP001-RP004-EvaGreen,FP001-RP004-EvaGreen-40-0.425
4728,JG067M,212,EVAGREEN,100000000.0,8.0,S067_b12a22_b_LVM_3,FP002,RP004,FP002-RP004,11,0.45454545454545453,mean,r,0.6906425453076852,EvaGreen,FP002-RP004-EvaGreen,FP002-RP004-EvaGreen-11-0.45454545454545453
4730,JG067M,213,FAM,100000000.0,8.0,S067_b12a22_c_LVM_3,FP004,RP004,FP004-RP004,309,0.3592233009708738,mean,r,0.6990974979550365,Probe,FP004-RP004-Probe,FP004-RP004-Probe-309-0.3592233009708738
4732,JG067M,214,HEX,100000000.0,8.0,S067_b12a22_d_LVM_3,FP004,FP005,FP004-FP005,476,0.3487394957983193,mean,r,0.5742895427215534,Probe,FP004-FP005-Probe,FP004-FP005-Probe-476-0.3487394957983193
4734,JG067M,215,EVAGREEN,100000000.0,8.0,S067_b12a22_α_LVM_3,FP001,RP001x,FP001-RP001x,49,0.5102040816326531,mean,r,0.7903390562235793,EvaGreen,FP001-RP001x-EvaGreen,FP001-RP001x-EvaGreen-49-0.5102040816326531
